Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
ladder shades,Gold,False,880,220,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,For sale,AccessoryGlassBlind5,11006,SF89YKrjwGsa5Dp7t
leaf,Green,True,NFS,100,Green,Green,1x1,,Crafting,,All Year,False,1.0.0,Simple,outdoorsy; comfy; vacation,AccessoryMouth,False,Not for sale,AccessoryMouthLeafGreen,4682,XrpTjwp94FwmvXjmE
masquerade mask,Purple,False,910,227,Pink,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,True,For sale,AccessoryGlassVenetian0,4667,vwytnsJLdnFYZdeHR
masquerade mask,Black,False,910,227,Black,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,True,For sale,AccessoryGlassVenetian1,11161,GL9igRSB2nTebNAin
masquerade mask,Blue,False,910,227,Blue,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,True,For sale,AccessoryGlassVenetian2,11162,6yKLSWNnpyXAPKJ4h
masquerade mask,Red,False,910,227,Red,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,True,For sale,AccessoryGlassVenetian3,11163,DknNtTo9sb2jZHDht
masquerade mask,Green,False,910,227,Green,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,True,For sale,AccessoryGlassVenetian4,11164,PEA7Y7djsLQryh4c2
masquerade mask,Gold,False,910,227,Orange,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,True,For sale,AccessoryGlassVenetian5,11165,nzAimcCqJg46jjNiN
monocle,Black,False,1100,275,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,fairy tale; formal; work,AccessoryOneEye,True,For sale,AccessoryGlassMonocle0,4462,vtCepd9DjYS2H5vcb
monocle,Gold,False,1100,275,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; formal; work,AccessoryOneEye,True,For sale,AccessoryGlassMonocle1,11000,ghxLRorCD3NWR5h5x
monocle,Silver,False,1100,275,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; formal; work,AccessoryOneEye,True,For sale,AccessoryGlassMonocle2,11001,tXaLxYbQPqcTZWxej
night-vision goggles,Black,False,1560,390,Black,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy,AccessoryEye,True,For sale,AccessoryGlassNightvisionBlack,5261,sMdtidR3zypRsgSCW
Nook Inc. eye mask,Green,False,NFS,2000,Green,White,1x1,400,Nook Miles Shop,,All Year,False,1.0.0,Simple,comfy,AccessoryEye,True,Not for sale,AccessoryGlassNook0,9654,n8j5gx4zjuK7tkYKq
nose drip,Light blue,False,490,122,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy,AccessoryMouth,False,For sale,AccessoryMouthJokeDripCyan,5833,9YbFJqBD3hmQkW4Gq
octagonal glasses,Gray,False,1100,275,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,comfy; vacation; work,AccessoryEye,True,For sale,AccessoryGlassOctagon0,4239,dzKG7sMGwFn7EaKjm
octagonal glasses,Green,False,1100,275,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,comfy; vacation; work,AccessoryEye,True,For sale,AccessoryGlassOctagon1,11072,NME2CQfz2tMbnwLzb
octagonal glasses,Purple,False,1100,275,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,comfy; vacation; work,AccessoryEye,True,For sale,AccessoryGlassOctagon2,11073,Je9RNoLocnJ5kinNQ
octagonal glasses,Gold,False,1100,275,Beige,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,comfy; vacation; work,AccessoryEye,True,For sale,AccessoryGlassOctagon3,11074,t5MJmR6fbqXwevjus
octagonal glasses,Black,False,1100,275,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,comfy; vacation; work,AccessoryEye,True,For sale,AccessoryGlassOctagon4,11075,4FT4YuTQcq3RGo3Ss
oval glasses,Green,False,880,220,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; work,AccessoryEye,True,For sale,AccessoryGlassOval0,4609,jw7KgW9epPat5Pw8W
oval glasses,Orange,False,880,220,Orange,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; work,AccessoryEye,True,For sale,AccessoryGlassOval1,11087,9AXkAraeTz6TgR6sJ
oval glasses,Blue,False,880,220,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,AccessoryEye,True,For sale,AccessoryGlassOval2,11088,ydCsvEetGaAQ4mNs2
oval glasses,Purple,False,880,220,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,AccessoryEye,True,For sale,AccessoryGlassOval3,11089,9ZhHgTmKeqZ7fgcNr
oval glasses,Magenta,False,880,220,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; work,AccessoryEye,True,For sale,AccessoryGlassOval4,11090,QBNkZLi9jpeDYMxnQ
oval glasses,Mustard,False,880,220,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,AccessoryEye,True,For sale,AccessoryGlassOval5,11091,uocqzyhP5WHmnH8dj
oval glasses,Black,False,880,220,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,AccessoryEye,True,For sale,AccessoryGlassOval6,11092,uuttmaKAruqm7tiKL
pacifier,Baby purple,False,560,140,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,AccessoryMouth,False,For sale,AccessoryMouthPacifier0,2298,bK8fXPaAy9f3Nqx9Q
pacifier,Baby mint,False,560,140,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,AccessoryMouth,False,For sale,AccessoryMouthPacifier1,11013,KMB2YJMHNzESo6Hws
pacifier,Baby yellow,False,560,140,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,AccessoryMouth,False,For sale,AccessoryMouthPacifier2,11014,iH9JsLkZTan5CQgTt
pacifier,Baby green,False,560,140,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,AccessoryMouth,False,For sale,AccessoryMouthPacifier3,11015,XRyQwLEtt9RwgvtST
pacifier,Baby pink,False,560,140,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,AccessoryMouth,False,For sale,AccessoryMouthPacifier4,11016,iAyukzDt8Kutfpmab
pacifier,Baby gray,False,560,140,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,AccessoryMouth,False,For sale,AccessoryMouthPacifier5,11017,aWcYia7rWZ8nhXg37
pacifier,Baby blue,False,560,140,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,AccessoryMouth,False,For sale,AccessoryMouthPacifier6,11018,ScuP52AjZHPkhCuGP
pacifier,Baby orange,False,560,140,Orange,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,AccessoryMouth,False,For sale,AccessoryMouthPacifier7,11019,WZgrieHNMrjuw9Tah
pig nose,Pink,False,560,140,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,False,For sale,AccessoryMouthPigPink,4647,H2JSW7YDoTdLr6GTK
pilot shades,Black,False,1300,325,Black,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,sporty; work,AccessoryEye,True,For sale,AccessoryGlassPilot0,4459,wuyb75e6fkA5976yx
pilot shades,Gold,False,1300,325,Yellow,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,sporty; work,AccessoryEye,True,For sale,AccessoryGlassPilot1,11214,nBHTPo8pt7eRL47PT
pixel shades,Red,False,1320,330,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,party; vacation,AccessoryEye,True,For sale,AccessoryGlassDot0,4646,Tp2dC3Dk4chwa4ebr
pixel shades,Green,False,1320,330,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,party; vacation,AccessoryEye,True,For sale,AccessoryGlassDot1,11223,6tFnu3DhC5HQvqmZ5
pixel shades,Blue,False,1320,330,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,party; vacation,AccessoryEye,True,For sale,AccessoryGlassDot2,11224,SbAGGe9yg4EXAw35b
pixel shades,Black,False,1320,330,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,party; vacation,AccessoryEye,True,For sale,AccessoryGlassDot3,11225,GY4PDqrCZdcPWb4Ep
pleather mask,Black,False,770,192,Black,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,goth,AccessoryMouthEarJaw,False,For sale,AccessoryMouthLeatherBlack,6040,aN6Wsxguggh39oBiF
post-op patch,White,False,490,122,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,goth,AccessoryOneEye,True,For sale,AccessoryGlassEyepatchWhite,4452,8Qgoizxz547DtMNd7
privacy mask,Black,False,560,140,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; goth; comfy,AccessoryMouthEarJaw,False,For sale,AccessoryMouthCrowBlack,4671,4GDJFfMNHhsaXXrAN
reflector,Gray,False,560,140,Gray,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,work,AccessoryEye,True,For sale,AccessoryGlassMirrorGray,6039,J4EgETRkyeSESkRB7
retro shades,Yellow,False,1560,390,White,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassRetro0,4456,SFFhXhR5sYQzJwXWj
retro shades,Green,False,1560,390,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassRetro1,11209,zYw3PhLHsw2KZ7TBK
retro shades,Red,False,1560,390,Pink,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassRetro2,11210,zg6uY6WZNQcopNq67
retro shades,Purple,False,1560,390,Pink,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassRetro3,11211,QqEG7ktLKMaXweFzg
retro shades,Blue,False,1560,390,Light blue,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassRetro4,11212,cJCaAmMdqrHG8uDLH
retro shades,Gray,False,1560,390,Gray,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassRetro5,11213,6oqHAyihAjKRfH72Z
rhinestone shades,Red,False,1040,260,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical; vacation,AccessoryEye,True,For sale,AccessoryGlassRhinestone0,4683,BJFhJqt9KuaWGaWuM
rhinestone shades,Ochre,False,1040,260,Brown,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical; vacation,AccessoryEye,True,For sale,AccessoryGlassRhinestone1,11226,iwtSmya59DpyGFB97
rhinestone shades,Purple,False,1040,260,Purple,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical; vacation,AccessoryEye,True,For sale,AccessoryGlassRhinestone2,11227,qy2BWYZvJedPJ69yX
rimmed glasses,Black,False,630,157,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Elegant,everyday; formal; work,AccessoryEye,True,For sale,AccessoryGlassCircle0,4235,DyPvwyWQK47TL4tjW
rimmed glasses,Gold,False,630,157,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,everyday; formal; work,AccessoryEye,True,For sale,AccessoryGlassCircle1,11184,xqu5YAX6AmrXR4Qmd
rimmed glasses,Gray,False,630,157,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,everyday; formal; work,AccessoryEye,True,For sale,AccessoryGlassCircle2,11185,jA7gAHyzXHk8qBRuq
rimmed glasses,Brown,False,630,157,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Elegant,everyday; formal; work,AccessoryEye,True,For sale,AccessoryGlassCircle3,11186,RpfNwdBEPoqgF5pkh
rimmed glasses,Purple,False,630,157,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Elegant,everyday; formal; work,AccessoryEye,True,For sale,AccessoryGlassCircle4,11187,fjKzCMBMhcJNEjsTv
round shades,Black,False,1560,390,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassBoston0,4241,SdqiPF4Fzw8HrPY4k
round shades,Green,False,1560,390,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassBoston1,11196,Mf9c5DHdko9uWo2Hu
round shades,Blue,False,1560,390,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassBoston2,11197,hyhWF8rW2Y2AkXGTj
round shades,Yellow,False,1560,390,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassBoston3,11198,BE37D4h9xHkhRwgmH
round shades,Pink,False,1560,390,Pink,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassBoston4,11199,KFNjnL6rqYckLECFB
round shades,Red,False,1560,390,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassBoston5,11200,Z9bJ6cYkY6hC4mL4o
round shades,White,False,1560,390,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassBoston6,11201,z8KywWDutyXSsgXoy
round shades,Purple,False,1560,390,Purple,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; party; vacation,AccessoryEye,True,For sale,AccessoryGlassBoston7,11202,fy6sue9jdYtpwh4Aq
round tinted shades,Brown,False,880,220,Orange,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal,AccessoryEye,True,For sale,AccessoryGlassRound0,4607,GdrT6sBLFECRG8LyN
round tinted shades,Light brown,False,880,220,Orange,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal,AccessoryEye,True,For sale,AccessoryGlassRound1,11220,KqtiBXYfKejymQ4Wg
round tinted shades,Dark brown,False,880,220,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal,AccessoryEye,True,For sale,AccessoryGlassRound2,11221,tfuBgNyNNSXc3o4Q2
round tinted shades,Green,False,880,220,Green,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal,AccessoryEye,True,For sale,AccessoryGlassRound3,11222,CeX6fKZRL2XFK7jnW
rounded beard,Black,False,980,245,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; comfy; theatrical,AccessoryMouthEarJaw,False,For sale,AccessoryMouthBeardRoundBlack,4679,As4RR5kDBbDWqHP69
shattered glasses,Black,False,NFS,10,Black,Light blue,1x1,,Recycle bin,,All Year,False,1.0.0,Simple,goth,AccessoryEye,True,Not for sale,AccessoryGlassCrackBlack,4337,9nxh9LSDKZoYjygJg
ski goggles,White,False,980,245,Orange,White,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,True,1.0.0,Active,outdoorsy; sporty,AccessoryEye,True,For sale,AccessoryGlassGogglesski0,4453,GWhWLPt3sExfeAG2c
ski goggles,Yellow,False,980,245,Pink,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Active,outdoorsy; sporty,AccessoryEye,True,For sale,AccessoryGlassGogglesski1,11479,NwNqq5g2iw4DeMsBY
ski goggles,Purple,False,980,245,Green,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Active,outdoorsy; sporty,AccessoryEye,True,For sale,AccessoryGlassGogglesski2,11480,4umKSoR2BWtW6JyFK
ski goggles,Pink,False,980,245,Purple,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Active,outdoorsy; sporty,AccessoryEye,True,For sale,AccessoryGlassGogglesski3,11481,RBByDZoTeK5b6jvXn
ski goggles,Green,False,980,245,Blue,Green,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Active,outdoorsy; sporty,AccessoryEye,True,For sale,AccessoryGlassGogglesski4,11482,SydPBHGEnpRAKuCfq
ski goggles,Orange,False,980,245,Light blue,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Active,outdoorsy; sporty,AccessoryEye,True,For sale,AccessoryGlassGogglesski5,11483,vSksuA8nCN72Tq3ji
sporty shades,Black,False,1300,325,Black,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,AccessoryEye,True,For sale,AccessoryGlassSports0,4458,QkHqffg8X4eTL6PXX
sporty shades,White,False,1300,325,White,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,AccessoryEye,True,For sale,AccessoryGlassSports1,11489,CA5YASgCBpgL2PSpX
sporty shades,Pink,False,1300,325,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,AccessoryEye,True,For sale,AccessoryGlassSports2,11490,GgdcckY8p5Rg5NyTY
sporty shades,Lime,False,1300,325,Green,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,AccessoryEye,True,For sale,AccessoryGlassSports3,11491,uwEjreWEdYSbuxXE9
sporty shades,Light blue,False,1300,325,Light blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,AccessoryEye,True,For sale,AccessoryGlassSports4,11492,THB8TWPykhsELXErr
square glasses,Brown,False,880,220,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal; work,AccessoryEye,True,For sale,AccessoryGlassSquare0,4236,rAzkKijSEqXzoAZKY
square glasses,Black,False,880,220,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal; work,AccessoryEye,True,For sale,AccessoryGlassSquare1,11066,LhvFWS5ADiDiPJwai
square glasses,Gray,False,880,220,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,AccessoryEye,True,For sale,AccessoryGlassSquare2,11067,QxFwFytYcWo5acGtW
square glasses,Blue,False,880,220,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal; work,AccessoryEye,True,For sale,AccessoryGlassSquare3,11068,CvziuqadDpoQgGK4C
stache & glasses,Black,False,770,192,Black,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,party; theatrical,AcceEyeMouth,True,For sale,AccessoryGlassmouthBeard0,4501,s7hDzZ3ajPpK9fnEW
stache & glasses,Red,False,770,192,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,party; theatrical,AcceEyeMouth,True,For sale,AccessoryGlassmouthBeard1,11007,M8owND8DnAEKA9nuX
star shades,Yellow,False,880,220,Yellow,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,For sale,AccessoryGlassStar0,4240,y4n8SisxyS7dGRWL7
star shades,Pink,False,880,220,Pink,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,For sale,AccessoryGlassStar1,11192,PCZAYraP9kdaqnZy7
star shades,Blue,False,880,220,Light blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,party; vacation,AccessoryEye,True,For sale,AccessoryGlassStar2,11193,h4zk6rrWiX94jefGH
star shades,Purple,False,880,220,Purple,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,For sale,AccessoryGlassStar3,11194,GiBvxa93RwTN46zhE
star shades,Green,False,880,220,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,For sale,AccessoryGlassStar4,11195,PaF6nho2LRBu5x7Pi
steampunk glasses,Green,False,1300,325,Brown,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; theatrical,AccessoryEye,True,For sale,AccessoryGlassSteampunk0,4685,uANDLz5EDWphoM3Lc
steampunk glasses,Purple,False,1300,325,Brown,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; theatrical,AccessoryEye,True,For sale,AccessoryGlassSteampunk1,11505,Rhhrv89PGEMbdbdPt
sticky rice,White,False,490,122,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy,AccessoryMouth,False,For sale,AccessoryMouthRice,4652,isnXDFfGkHKKB8bMP
superhero mask,Black,False,1040,260,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; theatrical; work,AccessoryEye,True,For sale,AccessoryGlassHeromaskBlack,4684,fK2Xz8nxAebSkWNdE
tiny shades,Gold,False,1100,275,Yellow,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,fairy tale; formal,AccessoryEye,True,For sale,AccessoryGlassMini0,4461,DnZtrKfwj3MAy6PZc
tiny shades,Black,False,1100,275,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,fairy tale; formal,AccessoryEye,True,For sale,AccessoryGlassMini1,11215,tCxZoqcR8egLcu4oh
tiny shades,Berry red,False,1100,275,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,fairy tale; formal,AccessoryEye,True,For sale,AccessoryGlassMini2,11216,8YkgkHp2z5tycST3j
tortoise specs,Brown,False,1040,260,Brown,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal,AccessoryEye,True,For sale,AccessoryGlassTortoiseshell0,4460,kqomsYL33TB7zaNtY
tortoise specs,Beige,False,1040,260,Orange,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal,AccessoryEye,True,For sale,AccessoryGlassTortoiseshell1,11079,jewJFqgFQTHKyAKTz
tortoise specs,Black,False,1040,260,Black,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal,AccessoryEye,True,For sale,AccessoryGlassTortoiseshell2,11080,fEshNAFDwcyo9v2fX
triangle shades,Red,False,880,220,Red,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,For sale,AccessoryGlassTriangle0,4242,cw8m5tS85qMGGnpy9
triangle shades,Orange,False,880,220,Orange,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,For sale,AccessoryGlassTriangle1,11203,cR58LxuFK4Kcxh7fc
triangle shades,Blue,False,880,220,Light blue,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,For sale,AccessoryGlassTriangle2,11204,xSM4vD2KSok5cjo6p
triangle shades,Purple,False,880,220,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,For sale,AccessoryGlassTriangle3,11205,vAuSuBJcAfyMR6wk7
